evaluation_timestamp,total_transactions,actual_fraud,actual_legitimate,predicted_fraud,predicted_legitimate,tn,fp,fn,tp,accuracy,precision,recall,f1_score,fpr,roc_auc,average_precision,pr_curve_points,prediction_latency_samples,prediction_latency_average_ms,prediction_latency_p50_ms,prediction_latency_p95_ms,prediction_latency_p99_ms,prediction_latency_min_ms,prediction_latency_max_ms,e2e_latency_samples,e2e_latency_average_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,e2e_latency_p99_ms,e2e_latency_min_ms,e2e_latency_max_ms,throughput_transactions,throughput_duration_seconds,throughput_transactions_per_sec,precision_top_k_50,precision_top_k_100,precision_top_k_200
2026-08-24 05:35:41.556384+00:00,500000,3592,496408,2429,497571,496252,156,1319,2273,0.99705,0.9357760395224373,0.6327951002227171,0.7550240823783425,0.0003142576267908656,0.9720482326436236,0.8054461722812742,475293,500000,137.749384,53.0,396.0,2583.0,10.0,2583.0,500000,22057.525534666,19332.175499999998,30320.389900000002,110375.33311000004,9850.186000000002,140488.509,500000,5014.373509,99.71335384222571,1.0,1.0,1.0
