timestamp,container,cpu_percent,memory_usage,memory_percent
2026-08-24T14:29:10.186+07:00,spark,374.91%,5.057GiB / 7.678GiB,65.86%
2026-08-24T14:29:10.186+07:00,postgres,0.02%,138MiB / 7.678GiB,1.76%
2026-08-24T14:29:13.248+07:00,kafka,9.27%,882.7MiB / 7.678GiB,11.23%
2026-08-24T14:29:13.248+07:00,spark,358.90%,5.072GiB / 7.678GiB,66.06%
2026-08-24T14:29:13.248+07:00,postgres,0.02%,140.1MiB / 7.678GiB,1.78%
2026-08-24T14:29:16.492+07:00,kafka,7.77%,877.6MiB / 7.678GiB,11.16%
2026-08-24T14:29:16.492+07:00,spark,338.74%,5.079GiB / 7.678GiB,66.15%
2026-08-24T14:29:16.492+07:00,postgres,0.02%,137.9MiB / 7.678GiB,1.75%
2026-08-24T14:29:19.972+07:00,kafka,7.73%,877.7MiB / 7.678GiB,11.16%
2026-08-24T14:29:19.972+07:00,spark,370.98%,5.09GiB / 7.678GiB,66.29%
2026-08-24T14:29:19.972+07:00,postgres,1.66%,140.3MiB / 7.678GiB,1.78%
2026-08-24T14:29:23.027+07:00,kafka,12.72%,877.5MiB / 7.678GiB,11.16%
2026-08-24T14:29:23.027+07:00,spark,290.35%,5.096GiB / 7.678GiB,66.37%
2026-08-24T14:29:23.027+07:00,postgres,15.15%,137.7MiB / 7.678GiB,1.75%
2026-08-24T14:29:26.051+07:00,kafka,6.86%,877.5MiB / 7.678GiB,11.16%
2026-08-24T14:29:26.051+07:00,spark,373.33%,5.132GiB / 7.678GiB,66.83%
2026-08-24T14:29:26.051+07:00,postgres,4.82%,139.9MiB / 7.678GiB,1.78%
2026-08-24T14:29:29.261+07:00,kafka,6.70%,876.2MiB / 7.678GiB,11.14%
2026-08-24T14:29:29.261+07:00,spark,342.71%,5.143GiB / 7.678GiB,66.98%
2026-08-24T14:29:29.261+07:00,postgres,5.59%,137.7MiB / 7.678GiB,1.75%
2026-08-24T14:29:32.313+07:00,kafka,6.63%,876.3MiB / 7.678GiB,11.15%
2026-08-24T14:29:32.313+07:00,spark,355.80%,5.191GiB / 7.678GiB,67.60%
