timestamp,container,cpu_percent,memory_usage,memory_percent
2026-08-24T11:08:11.593+07:00,postgres,9.24%,138.1MiB / 7.678GiB,1.76%
2026-08-24T11:08:14.963+07:00,kafka,14.63%,1.099GiB / 7.678GiB,14.31%
2026-08-24T11:08:14.963+07:00,spark,342.15%,4.737GiB / 7.678GiB,61.70%
2026-08-24T11:08:14.963+07:00,postgres,15.12%,138MiB / 7.678GiB,1.76%
2026-08-24T11:08:18.221+07:00,kafka,11.10%,1.099GiB / 7.678GiB,14.31%
2026-08-24T11:08:18.221+07:00,spark,349.77%,4.75GiB / 7.678GiB,61.86%
2026-08-24T11:08:18.221+07:00,postgres,10.99%,138.3MiB / 7.678GiB,1.76%
2026-08-24T11:08:21.288+07:00,kafka,20.21%,1.098GiB / 7.678GiB,14.30%
2026-08-24T11:08:21.288+07:00,spark,352.42%,4.75GiB / 7.678GiB,61.86%
2026-08-24T11:08:21.288+07:00,postgres,0.05%,138.3MiB / 7.678GiB,1.76%
2026-08-24T11:08:24.642+07:00,kafka,11.48%,1.097GiB / 7.678GiB,14.29%
2026-08-24T11:08:24.642+07:00,spark,310.58%,4.749GiB / 7.678GiB,61.85%
2026-08-24T11:08:24.642+07:00,postgres,0.97%,142.1MiB / 7.678GiB,1.81%
2026-08-24T11:08:28.261+07:00,kafka,22.81%,1.097GiB / 7.678GiB,14.29%
2026-08-24T11:08:28.261+07:00,spark,504.73%,4.75GiB / 7.678GiB,61.86%
2026-08-24T11:08:28.261+07:00,postgres,0.07%,138.1MiB / 7.678GiB,1.76%
2026-08-24T11:08:31.411+07:00,kafka,29.55%,1.097GiB / 7.678GiB,14.29%
2026-08-24T11:08:31.411+07:00,spark,452.26%,4.748GiB / 7.678GiB,61.83%
2026-08-24T11:08:31.411+07:00,postgres,42.59%,140.5MiB / 7.678GiB,1.79%
2026-08-24T11:08:34.839+07:00,kafka,15.62%,1.098GiB / 7.678GiB,14.31%
2026-08-24T11:08:34.839+07:00,spark,244.82%,4.747GiB / 7.678GiB,61.83%
2026-08-24T11:08:34.839+07:00,postgres,5.21%,138.2MiB / 7.678GiB,1.76%
2026-08-24T11:08:38.395+07:00,kafka,16.69%,1.098GiB / 7.678GiB,14.30%
2026-08-24T11:08:38.395+07:00,spark,523.33%,4.75GiB / 7.678GiB,61.87%
2026-08-24T11:08:38.395+07:00,postgres,7.15%,138.3MiB / 7.678GiB,1.76%
2026-08-24T11:08:41.549+07:00,kafka,13.51%,1.098GiB / 7.678GiB,14.30%
2026-08-24T11:08:41.549+07:00,spark,516.45%,4.771GiB / 7.678GiB,62.14%
2026-08-24T11:08:41.549+07:00,postgres,8.46%,140.7MiB / 7.678GiB,1.79%
2026-08-24T11:08:44.985+07:00,kafka,19.48%,1.097GiB / 7.678GiB,14.29%
2026-08-24T11:08:44.985+07:00,spark,394.93%,4.795GiB / 7.678GiB,62.44%
2026-08-24T11:08:44.985+07:00,postgres,0.00%,140.5MiB / 7.678GiB,1.79%
2026-08-24T11:08:48.277+07:00,kafka,12.47%,1.1GiB / 7.678GiB,14.33%
2026-08-24T11:08:48.277+07:00,spark,350.74%,4.798GiB / 7.678GiB,62.48%
2026-08-24T11:08:48.277+07:00,postgres,7.85%,139.5MiB / 7.678GiB,1.77%
