timestamp,container,cpu_percent,memory_usage,memory_percent
2026-08-21T15:42:10.779+07:00,spark,404.58%,2.289GiB / 7.678GiB,29.81%
2026-08-21T15:42:10.779+07:00,postgres,0.00%,142.7MiB / 7.678GiB,1.82%
2026-08-21T15:42:13.964+07:00,kafka,18.36%,1001MiB / 7.678GiB,12.73%
2026-08-21T15:42:13.964+07:00,spark,429.17%,2.318GiB / 7.678GiB,30.19%
2026-08-21T15:42:13.964+07:00,postgres,0.00%,142.5MiB / 7.678GiB,1.81%
2026-08-21T15:42:17.055+07:00,kafka,21.46%,1001MiB / 7.678GiB,12.73%
2026-08-21T15:42:17.055+07:00,spark,295.14%,2.362GiB / 7.678GiB,30.76%
2026-08-21T15:42:17.055+07:00,postgres,26.32%,142.6MiB / 7.678GiB,1.81%
2026-08-21T15:42:20.378+07:00,kafka,19.11%,1001MiB / 7.678GiB,12.73%
2026-08-21T15:42:20.378+07:00,spark,362.48%,2.432GiB / 7.678GiB,31.68%
2026-08-21T15:42:20.378+07:00,postgres,0.00%,142.6MiB / 7.678GiB,1.81%
2026-08-21T15:42:23.567+07:00,kafka,25.45%,1001MiB / 7.678GiB,12.73%
2026-08-21T15:42:23.567+07:00,spark,307.90%,2.506GiB / 7.678GiB,32.63%
2026-08-21T15:42:23.567+07:00,postgres,0.00%,142.3MiB / 7.678GiB,1.81%
2026-08-21T15:42:26.612+07:00,kafka,32.22%,1001MiB / 7.678GiB,12.74%
2026-08-21T15:42:26.612+07:00,spark,352.50%,2.595GiB / 7.678GiB,33.80%
2026-08-21T15:42:26.612+07:00,postgres,0.00%,142.3MiB / 7.678GiB,1.81%
2026-08-21T15:42:29.905+07:00,kafka,19.27%,1001MiB / 7.678GiB,12.74%
2026-08-21T15:42:29.905+07:00,spark,356.94%,2.653GiB / 7.678GiB,34.55%
2026-08-21T15:42:29.905+07:00,postgres,0.00%,142.6MiB / 7.678GiB,1.81%
2026-08-21T15:42:33.258+07:00,kafka,18.84%,1001MiB / 7.678GiB,12.74%
2026-08-21T15:42:33.258+07:00,spark,327.51%,2.724GiB / 7.678GiB,35.47%
2026-08-21T15:42:33.258+07:00,postgres,18.05%,144MiB / 7.678GiB,1.83%
2026-08-21T15:42:36.286+07:00,kafka,18.80%,1001MiB / 7.678GiB,12.74%
2026-08-21T15:42:36.286+07:00,spark,355.34%,2.76GiB / 7.678GiB,35.94%
2026-08-21T15:42:36.286+07:00,postgres,0.01%,142.8MiB / 7.678GiB,1.82%
2026-08-21T15:42:39.571+07:00,kafka,22.41%,1001MiB / 7.678GiB,12.74%
2026-08-21T15:42:39.571+07:00,spark,308.59%,2.807GiB / 7.678GiB,36.56%
2026-08-21T15:42:39.571+07:00,postgres,7.32%,144MiB / 7.678GiB,1.83%
2026-08-21T15:42:42.887+07:00,kafka,20.33%,1001MiB / 7.678GiB,12.73%
2026-08-21T15:42:42.887+07:00,spark,334.64%,2.856GiB / 7.678GiB,37.20%
2026-08-21T15:42:42.887+07:00,postgres,0.00%,142.5MiB / 7.678GiB,1.81%
2026-08-21T15:42:45.989+07:00,kafka,20.15%,1001MiB / 7.678GiB,12.73%
2026-08-21T15:42:45.989+07:00,spark,341.25%,2.924GiB / 7.678GiB,38.09%
2026-08-21T15:42:45.989+07:00,postgres,3.97%,142.6MiB / 7.678GiB,1.81%
2026-08-21T15:42:49.330+07:00,kafka,22.93%,1001MiB / 7.678GiB,12.73%
2026-08-21T15:42:49.330+07:00,spark,390.96%,2.97GiB / 7.678GiB,38.68%
2026-08-21T15:42:49.330+07:00,postgres,0.01%,142.6MiB / 7.678GiB,1.81%
2026-08-21T15:42:52.678+07:00,kafka,25.55%,1002MiB / 7.678GiB,12.74%
2026-08-21T15:42:52.678+07:00,spark,328.90%,2.986GiB / 7.678GiB,38.89%
2026-08-21T15:42:52.678+07:00,postgres,0.00%,142.8MiB / 7.678GiB,1.82%
2026-08-21T15:42:55.783+07:00,kafka,25.04%,1001MiB / 7.678GiB,12.74%
2026-08-21T15:42:55.783+07:00,spark,297.61%,3.019GiB / 7.678GiB,39.32%
2026-08-21T15:42:55.783+07:00,postgres,23.67%,142.9MiB / 7.678GiB,1.82%
2026-08-21T15:42:59.995+07:00,kafka,31.00%,1001MiB / 7.678GiB,12.74%
2026-08-21T15:42:59.995+07:00,spark,654.94%,3.026GiB / 7.678GiB,39.41%
2026-08-21T15:42:59.995+07:00,postgres,0.00%,142.6MiB / 7.678GiB,1.81%
2026-08-21T15:43:04.968+07:00,kafka,33.66%,1001MiB / 7.678GiB,12.73%
2026-08-21T15:43:04.968+07:00,spark,314.46%,3.046GiB / 7.678GiB,39.67%
2026-08-21T15:43:04.968+07:00,postgres,0.00%,142.8MiB / 7.678GiB,1.82%
2026-08-21T15:43:08.024+07:00,kafka,33.57%,1002MiB / 7.678GiB,12.74%
2026-08-21T15:43:08.024+07:00,spark,296.04%,3.068GiB / 7.678GiB,39.96%
2026-08-21T15:43:08.024+07:00,postgres,22.05%,142.8MiB / 7.678GiB,1.82%
2026-08-21T15:43:11.341+07:00,kafka,40.08%,1001MiB / 7.678GiB,12.74%
2026-08-21T15:43:11.341+07:00,spark,337.87%,3.105GiB / 7.678GiB,40.44%
2026-08-21T15:43:11.341+07:00,postgres,0.01%,142.8MiB / 7.678GiB,1.82%
2026-08-21T15:43:14.392+07:00,kafka,36.13%,1001MiB / 7.678GiB,12.74%
2026-08-21T15:43:14.392+07:00,spark,295.48%,3.122GiB / 7.678GiB,40.66%
2026-08-21T15:43:14.392+07:00,postgres,0.00%,142.9MiB / 7.678GiB,1.82%
2026-08-21T15:43:17.451+07:00,kafka,41.95%,1002MiB / 7.678GiB,12.74%
2026-08-21T15:43:17.451+07:00,spark,325.09%,3.132GiB / 7.678GiB,40.79%
2026-08-21T15:43:17.451+07:00,postgres,0.00%,142.9MiB / 7.678GiB,1.82%
2026-08-21T15:43:20.908+07:00,kafka,42.03%,1003MiB / 7.678GiB,12.76%
2026-08-21T15:43:20.908+07:00,spark,434.27%,3.171GiB / 7.678GiB,41.30%
2026-08-21T15:43:20.908+07:00,postgres,0.00%,143MiB / 7.678GiB,1.82%
2026-08-21T15:43:24.036+07:00,kafka,29.41%,1002MiB / 7.678GiB,12.74%
2026-08-21T15:43:24.036+07:00,spark,403.03%,3.209GiB / 7.678GiB,41.79%
2026-08-21T15:43:24.036+07:00,postgres,2.26%,143.5MiB / 7.678GiB,1.82%
2026-08-21T15:43:27.585+07:00,kafka,43.96%,1002MiB / 7.678GiB,12.74%
2026-08-21T15:43:27.585+07:00,spark,437.46%,3.215GiB / 7.678GiB,41.87%
2026-08-21T15:43:27.585+07:00,postgres,0.00%,143MiB / 7.678GiB,1.82%
2026-08-21T15:43:32.069+07:00,kafka,16.50%,1002MiB / 7.678GiB,12.74%
2026-08-21T15:43:32.069+07:00,spark,575.04%,3.219GiB / 7.678GiB,41.92%
2026-08-21T15:43:32.069+07:00,postgres,22.07%,142.7MiB / 7.678GiB,1.82%
2026-08-21T15:43:35.207+07:00,kafka,48.15%,1003MiB / 7.678GiB,12.76%
2026-08-21T15:43:35.207+07:00,spark,547.13%,3.223GiB / 7.678GiB,41.97%
2026-08-21T15:43:35.207+07:00,postgres,0.00%,142.7MiB / 7.678GiB,1.82%
2026-08-21T15:43:38.300+07:00,kafka,49.13%,1004MiB / 7.678GiB,12.76%
2026-08-21T15:43:38.300+07:00,spark,439.33%,3.231GiB / 7.678GiB,42.07%
2026-08-21T15:43:38.300+07:00,postgres,49.79%,144.6MiB / 7.678GiB,1.84%
2026-08-21T15:43:42.110+07:00,kafka,35.93%,1003MiB / 7.678GiB,12.76%
2026-08-21T15:43:42.110+07:00,spark,490.49%,3.256GiB / 7.678GiB,42.40%
2026-08-21T15:43:42.110+07:00,postgres,0.00%,144.5MiB / 7.678GiB,1.84%
2026-08-21T15:43:45.401+07:00,kafka,85.80%,1003MiB / 7.678GiB,12.76%
2026-08-21T15:43:45.401+07:00,spark,502.33%,3.267GiB / 7.678GiB,42.54%
2026-08-21T15:43:45.401+07:00,postgres,0.00%,144.4MiB / 7.678GiB,1.84%
2026-08-21T15:43:48.917+07:00,kafka,53.89%,1003MiB / 7.678GiB,12.76%
2026-08-21T15:43:48.917+07:00,spark,256.40%,3.295GiB / 7.678GiB,42.92%
2026-08-21T15:43:48.917+07:00,postgres,0.00%,144.2MiB / 7.678GiB,1.83%
2026-08-21T15:43:52.605+07:00,kafka,44.68%,1004MiB / 7.678GiB,12.76%
2026-08-21T15:43:52.605+07:00,spark,225.15%,3.308GiB / 7.678GiB,43.08%
2026-08-21T15:43:52.605+07:00,postgres,0.00%,144.2MiB / 7.678GiB,1.83%
2026-08-21T15:43:55.795+07:00,kafka,44.44%,1003MiB / 7.678GiB,12.76%
2026-08-21T15:43:55.795+07:00,spark,295.27%,3.319GiB / 7.678GiB,43.22%
2026-08-21T15:43:55.795+07:00,postgres,24.22%,144.5MiB / 7.678GiB,1.84%
2026-08-21T15:43:59.315+07:00,kafka,51.11%,1004MiB / 7.678GiB,12.76%
2026-08-21T15:43:59.315+07:00,spark,273.28%,3.389GiB / 7.678GiB,44.13%
2026-08-21T15:43:59.315+07:00,postgres,0.00%,144.5MiB / 7.678GiB,1.84%
2026-08-21T15:44:02.645+07:00,kafka,43.83%,1004MiB / 7.678GiB,12.76%
2026-08-21T15:44:02.645+07:00,spark,319.21%,3.484GiB / 7.678GiB,45.38%
2026-08-21T15:44:02.645+07:00,postgres,0.00%,144.3MiB / 7.678GiB,1.83%
2026-08-21T15:44:05.674+07:00,kafka,45.67%,1004MiB / 7.678GiB,12.76%
2026-08-21T15:44:05.674+07:00,spark,333.99%,3.511GiB / 7.678GiB,45.73%
2026-08-21T15:44:05.674+07:00,postgres,0.00%,144.3MiB / 7.678GiB,1.83%
2026-08-21T15:44:09.049+07:00,kafka,41.93%,1004MiB / 7.678GiB,12.77%
2026-08-21T15:44:09.049+07:00,spark,332.90%,3.539GiB / 7.678GiB,46.09%
2026-08-21T15:44:09.049+07:00,postgres,0.00%,144.1MiB / 7.678GiB,1.83%
2026-08-21T15:44:12.370+07:00,kafka,47.35%,1004MiB / 7.678GiB,12.76%
2026-08-21T15:44:12.370+07:00,spark,324.13%,3.566GiB / 7.678GiB,46.44%
2026-08-21T15:44:12.370+07:00,postgres,30.39%,144.1MiB / 7.678GiB,1.83%
2026-08-21T15:44:15.441+07:00,kafka,56.49%,1004MiB / 7.678GiB,12.77%
2026-08-21T15:44:15.441+07:00,spark,304.56%,3.584GiB / 7.678GiB,46.68%
2026-08-21T15:44:15.441+07:00,postgres,0.00%,144.1MiB / 7.678GiB,1.83%
2026-08-21T15:44:18.799+07:00,kafka,46.30%,1004MiB / 7.678GiB,12.76%
2026-08-21T15:44:18.799+07:00,spark,300.74%,3.614GiB / 7.678GiB,47.07%
2026-08-21T15:44:18.799+07:00,postgres,0.00%,144.4MiB / 7.678GiB,1.84%
2026-08-21T15:44:22.115+07:00,kafka,31.15%,1004MiB / 7.678GiB,12.77%
2026-08-21T15:44:22.115+07:00,spark,315.12%,3.653GiB / 7.678GiB,47.58%
2026-08-21T15:44:22.115+07:00,postgres,0.00%,144.4MiB / 7.678GiB,1.84%
2026-08-21T15:44:25.177+07:00,kafka,27.05%,1005MiB / 7.678GiB,12.78%
2026-08-21T15:44:25.177+07:00,spark,356.56%,3.684GiB / 7.678GiB,47.98%
2026-08-21T15:44:25.177+07:00,postgres,0.00%,144.4MiB / 7.678GiB,1.84%
2026-08-21T15:44:28.496+07:00,kafka,30.66%,1005MiB / 7.678GiB,12.78%
2026-08-21T15:44:28.496+07:00,spark,286.38%,3.764GiB / 7.678GiB,49.02%
2026-08-21T15:44:28.496+07:00,postgres,36.24%,144.6MiB / 7.678GiB,1.84%
2026-08-21T15:44:31.814+07:00,kafka,29.29%,1005MiB / 7.678GiB,12.79%
2026-08-21T15:44:31.814+07:00,spark,344.15%,3.828GiB / 7.678GiB,49.85%
2026-08-21T15:44:31.814+07:00,postgres,0.00%,144.5MiB / 7.678GiB,1.84%
2026-08-21T15:44:34.891+07:00,kafka,39.16%,1008MiB / 7.678GiB,12.82%
2026-08-21T15:44:34.891+07:00,spark,307.23%,3.955GiB / 7.678GiB,51.51%
2026-08-21T15:44:34.891+07:00,postgres,3.85%,144.3MiB / 7.678GiB,1.83%
2026-08-21T15:44:37.978+07:00,kafka,31.99%,1007MiB / 7.678GiB,12.81%
2026-08-21T15:44:37.978+07:00,spark,251.39%,4.008GiB / 7.678GiB,52.19%
2026-08-21T15:44:37.978+07:00,postgres,0.00%,144.3MiB / 7.678GiB,1.83%
2026-08-21T15:44:41.397+07:00,kafka,25.89%,1010MiB / 7.678GiB,12.84%
2026-08-21T15:44:41.397+07:00,spark,297.90%,4.051GiB / 7.678GiB,52.76%
2026-08-21T15:44:41.397+07:00,postgres,16.62%,144.3MiB / 7.678GiB,1.84%
2026-08-21T15:44:44.454+07:00,kafka,25.50%,1010MiB / 7.678GiB,12.84%
2026-08-21T15:44:44.454+07:00,spark,345.68%,4.064GiB / 7.678GiB,52.93%
2026-08-21T15:44:44.454+07:00,postgres,0.00%,144.3MiB / 7.678GiB,1.84%
2026-08-21T15:44:47.543+07:00,kafka,23.88%,1009MiB / 7.678GiB,12.83%
2026-08-21T15:44:47.543+07:00,spark,268.57%,4.076GiB / 7.678GiB,53.08%
2026-08-21T15:44:47.543+07:00,postgres,0.00%,144.3MiB / 7.678GiB,1.84%
2026-08-21T15:44:51.030+07:00,kafka,21.45%,1010MiB / 7.678GiB,12.84%
2026-08-21T15:44:51.030+07:00,spark,314.52%,4.104GiB / 7.678GiB,53.45%
2026-08-21T15:44:51.030+07:00,postgres,0.00%,144.3MiB / 7.678GiB,1.84%
2026-08-21T15:44:54.128+07:00,kafka,18.54%,1011MiB / 7.678GiB,12.86%
2026-08-21T15:44:54.128+07:00,spark,338.07%,4.122GiB / 7.678GiB,53.68%
2026-08-21T15:44:54.128+07:00,postgres,0.00%,144.4MiB / 7.678GiB,1.84%
2026-08-21T15:44:57.186+07:00,kafka,22.75%,1013MiB / 7.678GiB,12.89%
2026-08-21T15:44:57.186+07:00,spark,317.87%,4.189GiB / 7.678GiB,54.56%
2026-08-21T15:44:57.186+07:00,postgres,0.00%,144.4MiB / 7.678GiB,1.84%
2026-08-21T15:45:00.612+07:00,kafka,23.69%,1015MiB / 7.678GiB,12.91%
2026-08-21T15:45:00.612+07:00,spark,285.18%,4.213GiB / 7.678GiB,54.87%
2026-08-21T15:45:00.612+07:00,postgres,0.00%,144.4MiB / 7.678GiB,1.84%
2026-08-21T15:45:03.695+07:00,kafka,21.83%,1017MiB / 7.678GiB,12.94%
2026-08-21T15:45:03.695+07:00,spark,323.29%,4.297GiB / 7.678GiB,55.97%
2026-08-21T15:45:03.695+07:00,postgres,4.26%,146.6MiB / 7.678GiB,1.86%
2026-08-21T15:45:06.738+07:00,kafka,39.28%,1018MiB / 7.678GiB,12.95%
2026-08-21T15:45:06.738+07:00,spark,305.76%,4.363GiB / 7.678GiB,56.82%
2026-08-21T15:45:06.738+07:00,postgres,22.06%,146.7MiB / 7.678GiB,1.87%
2026-08-21T15:45:10.075+07:00,kafka,20.46%,1019MiB / 7.678GiB,12.96%
2026-08-21T15:45:10.075+07:00,spark,380.03%,4.522GiB / 7.678GiB,58.90%
2026-08-21T15:45:10.075+07:00,postgres,0.00%,146.4MiB / 7.678GiB,1.86%
2026-08-21T15:45:14.335+07:00,kafka,12.31%,1018MiB / 7.678GiB,12.95%
2026-08-21T15:45:14.335+07:00,spark,600.59%,4.575GiB / 7.678GiB,59.59%
2026-08-21T15:45:14.335+07:00,postgres,50.42%,147MiB / 7.678GiB,1.87%
2026-08-21T15:45:16.921+07:00,kafka,25.02%,1020MiB / 7.678GiB,12.98%
2026-08-21T15:45:16.921+07:00,spark,349.28%,4.61GiB / 7.678GiB,60.04%
2026-08-21T15:45:16.921+07:00,postgres,8.31%,144.7MiB / 7.678GiB,1.84%
2026-08-21T15:45:20.311+07:00,kafka,20.40%,1018MiB / 7.678GiB,12.95%
2026-08-21T15:45:20.311+07:00,spark,255.81%,4.634GiB / 7.678GiB,60.35%
2026-08-21T15:45:20.311+07:00,postgres,30.67%,144.6MiB / 7.678GiB,1.84%
2026-08-21T15:45:24.141+07:00,kafka,19.94%,1019MiB / 7.678GiB,12.96%
2026-08-21T15:45:24.141+07:00,spark,318.10%,4.646GiB / 7.678GiB,60.51%
2026-08-21T15:45:24.141+07:00,postgres,0.03%,144.5MiB / 7.678GiB,1.84%
2026-08-21T15:45:28.608+07:00,kafka,20.45%,1019MiB / 7.678GiB,12.96%
2026-08-21T15:45:28.608+07:00,spark,338.68%,4.675GiB / 7.678GiB,60.88%
2026-08-21T15:45:28.608+07:00,postgres,13.90%,144.3MiB / 7.678GiB,1.84%
2026-08-21T15:45:32.221+07:00,kafka,16.69%,1019MiB / 7.678GiB,12.97%
2026-08-21T15:45:32.221+07:00,spark,383.58%,4.699GiB / 7.678GiB,61.19%
2026-08-21T15:45:32.221+07:00,postgres,7.68%,148.4MiB / 7.678GiB,1.89%
2026-08-21T15:45:35.393+07:00,kafka,27.73%,1019MiB / 7.678GiB,12.97%
2026-08-21T15:45:35.393+07:00,spark,461.38%,4.718GiB / 7.678GiB,61.44%
2026-08-21T15:45:35.393+07:00,postgres,0.00%,144.3MiB / 7.678GiB,1.83%
2026-08-21T15:45:39.622+07:00,kafka,30.23%,1018MiB / 7.678GiB,12.95%
2026-08-21T15:45:39.622+07:00,spark,265.43%,4.753GiB / 7.678GiB,61.91%
2026-08-21T15:45:39.622+07:00,postgres,0.07%,144MiB / 7.678GiB,1.83%
2026-08-21T15:45:43.385+07:00,kafka,32.63%,1018MiB / 7.678GiB,12.95%
2026-08-21T15:45:43.385+07:00,spark,225.22%,4.812GiB / 7.678GiB,62.68%
2026-08-21T15:45:43.385+07:00,postgres,0.02%,143.9MiB / 7.678GiB,1.83%
2026-08-21T15:45:46.469+07:00,kafka,32.91%,1018MiB / 7.678GiB,12.95%
2026-08-21T15:45:46.469+07:00,spark,306.21%,4.773GiB / 7.678GiB,62.17%
2026-08-21T15:45:46.469+07:00,postgres,1.56%,144MiB / 7.678GiB,1.83%
2026-08-21T15:45:49.941+07:00,kafka,29.07%,1020MiB / 7.678GiB,12.97%
2026-08-21T15:45:49.941+07:00,spark,301.58%,4.781GiB / 7.678GiB,62.26%
2026-08-21T15:45:49.941+07:00,postgres,0.00%,144MiB / 7.678GiB,1.83%
2026-08-21T15:45:53.992+07:00,kafka,30.09%,1020MiB / 7.678GiB,12.97%
2026-08-21T15:45:53.992+07:00,spark,279.27%,4.757GiB / 7.678GiB,61.96%
2026-08-21T15:45:53.992+07:00,postgres,0.00%,143.8MiB / 7.678GiB,1.83%
2026-08-21T15:45:57.088+07:00,kafka,23.43%,1019MiB / 7.678GiB,12.97%
2026-08-21T15:45:57.088+07:00,spark,297.64%,4.759GiB / 7.678GiB,61.97%
2026-08-21T15:45:57.088+07:00,postgres,30.44%,143.8MiB / 7.678GiB,1.83%
2026-08-21T15:46:00.906+07:00,kafka,31.21%,1020MiB / 7.678GiB,12.97%
2026-08-21T15:46:00.906+07:00,spark,304.75%,4.785GiB / 7.678GiB,62.31%
2026-08-21T15:46:00.906+07:00,postgres,0.00%,143.8MiB / 7.678GiB,1.83%
2026-08-21T15:46:04.041+07:00,kafka,60.50%,1020MiB / 7.678GiB,12.98%
2026-08-21T15:46:04.041+07:00,spark,337.22%,4.804GiB / 7.678GiB,62.57%
2026-08-21T15:46:04.041+07:00,postgres,0.00%,143.6MiB / 7.678GiB,1.83%
2026-08-21T15:46:07.102+07:00,kafka,20.93%,1023MiB / 7.678GiB,13.01%
2026-08-21T15:46:07.102+07:00,spark,289.37%,4.827GiB / 7.678GiB,62.87%
2026-08-21T15:46:07.102+07:00,postgres,11.73%,144.7MiB / 7.678GiB,1.84%
2026-08-21T15:46:10.700+07:00,kafka,29.23%,1023MiB / 7.678GiB,13.01%
2026-08-21T15:46:10.700+07:00,spark,366.88%,4.845GiB / 7.678GiB,63.09%
2026-08-21T15:46:10.700+07:00,postgres,0.00%,146.1MiB / 7.678GiB,1.86%
2026-08-21T15:46:14.002+07:00,kafka,29.02%,1023MiB / 7.678GiB,13.01%
2026-08-21T15:46:14.002+07:00,spark,247.43%,4.874GiB / 7.678GiB,63.48%
2026-08-21T15:46:14.002+07:00,postgres,3.27%,143.9MiB / 7.678GiB,1.83%
2026-08-21T15:46:17.069+07:00,kafka,20.34%,1023MiB / 7.678GiB,13.01%
2026-08-21T15:46:17.069+07:00,spark,304.80%,4.874GiB / 7.678GiB,63.47%
2026-08-21T15:46:17.069+07:00,postgres,0.00%,143.9MiB / 7.678GiB,1.83%
2026-08-21T15:46:20.798+07:00,kafka,23.96%,1024MiB / 7.678GiB,13.02%
2026-08-21T15:46:20.798+07:00,spark,397.08%,4.864GiB / 7.678GiB,63.34%
2026-08-21T15:46:20.798+07:00,postgres,0.81%,143.6MiB / 7.678GiB,1.83%
