evaluation_timestamp,total_transactions,actual_fraud,actual_legitimate,predicted_fraud,predicted_legitimate,tn,fp,fn,tp,accuracy,precision,recall,f1_score,fpr,roc_auc,average_precision,pr_curve_points,prediction_latency_samples,prediction_latency_average_ms,prediction_latency_p50_ms,prediction_latency_p95_ms,prediction_latency_p99_ms,prediction_latency_min_ms,prediction_latency_max_ms,e2e_latency_samples,e2e_latency_average_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,e2e_latency_p99_ms,e2e_latency_min_ms,e2e_latency_max_ms,throughput_transactions,throughput_duration_seconds,throughput_transactions_per_sec,precision_top_k_50,precision_top_k_100,precision_top_k_200
2026-08-24 10:19:27.679780+00:00,500000,3592,496408,2429,497571,496252,156,1319,2273,0.99705,0.9357760395224373,0.6327951002227171,0.7550240823783425,0.0003142576267908656,0.9720493189554831,0.8054722338328496,475358,500000,64.020894,27.0,205.0,914.0,3.0,1099.0,500000,16373.222137826,14755.2745,23384.77195,54534.6601100003,7390.563,137564.685,500000,10012.806086,49.936051463046375,1.0,1.0,1.0
