evaluation_timestamp,total_transactions,actual_fraud,actual_legitimate,predicted_fraud,predicted_legitimate,tn,fp,fn,tp,accuracy,precision,recall,f1_score,fpr,roc_auc,average_precision,pr_curve_points,prediction_latency_samples,prediction_latency_average_ms,prediction_latency_p50_ms,prediction_latency_p95_ms,prediction_latency_p99_ms,prediction_latency_min_ms,prediction_latency_max_ms,e2e_latency_samples,e2e_latency_average_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,e2e_latency_p99_ms,e2e_latency_min_ms,e2e_latency_max_ms,throughput_transactions,throughput_duration_seconds,throughput_transactions_per_sec,precision_top_k_50,precision_top_k_100,precision_top_k_200
2026-08-21 09:10:39.035732+00:00,500000,3592,496408,2425,497575,496252,156,1323,2269,0.997042,0.9356701030927835,0.6316815144766147,0.7541964434103374,0.0003142576267908656,0.971992653519095,0.8057306203253071,475216,500000,5329.144902,4671.0,9884.0,9884.0,142.0,9884.0,500000,416442.843672912,372602.64300000004,625584.45765,649156.74646,187913.80899999998,659550.78,500000,1619.89955,308.66111420303804,1.0,1.0,1.0
