evaluation_timestamp,total_transactions,actual_fraud,actual_legitimate,predicted_fraud,predicted_legitimate,tn,fp,fn,tp,accuracy,precision,recall,f1_score,fpr,roc_auc,average_precision,prediction_latency_samples,prediction_latency_average_ms,prediction_latency_p50_ms,prediction_latency_p95_ms,prediction_latency_p99_ms,prediction_latency_min_ms,prediction_latency_max_ms,e2e_latency_samples,e2e_latency_average_ms,e2e_latency_p50_ms,e2e_latency_p95_ms,e2e_latency_p99_ms,e2e_latency_min_ms,e2e_latency_max_ms,throughput_transactions,throughput_duration_seconds,throughput_transactions_per_sec,precision_at_5,precision_at_10
2026-08-18 04:55:12.372986+00:00,185,10,175,81,104,100,75,4,6,0.572972972972973,0.07407407407407407,0.6,0.13186813186813187,0.42857142857142855,0.658,0.08197214430577404,185,40.58378378378379,16.0,172.80000000000018,223.79999999999998,1.0,427.0,185,22232.529,17320.964,50655.41420000003,67063.49551999998,9071.583999999999,70949.37299999999,185,387.631219,0.47725774120375997,1.0,
